date,amount,category,note,type,account,payment_type
2023-03-04,-11.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-04,-42.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-04,-28.0,"Pets, animals",,Expenses,Cash,CASH
2023-03-06,-55.0,"Bar, cafe",,Expenses,Cash,CASH
2023-03-06,-31.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-06,-35.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-06,-60.0,Fuel,,Expenses,Cash,CASH
2023-03-06,-6.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-08,-72.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-08,-76.0,"Gifts, joy",,Expenses,Cash,CASH
2023-03-08,-51.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-09,-190.0,Clothes & shoes,,Expenses,Cash,CASH
2023-03-10,-20.0,Groceries,,Expenses,Cash,CASH
2023-03-11,-24.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-12,-135.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-13,-50.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-13,-62.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-14,-43.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-15,-100.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-16,-16.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-16,-200.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-16,-100.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-16,-7.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-18,-20.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-03-20,-21.0,Fuel,,Expenses,Cash,CASH
2023-03-23,-16.0,"Wellness, beauty",,Expenses,Cash,CASH
2023-03-24,-30.0,"Bar, cafe",,Expenses,Cash,CASH
2023-03-25,-27.0,"Phone, cell phone",,Expenses,Cash,CASH
2023-03-26,-8.0,"Bar, cafe",,Expenses,Cash,CASH
2023-03-26,-100.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-26,-12.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-26,-16.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-26,-15.0,Groceries,,Expenses,Cash,CASH
2023-03-27,-23.0,"Culture, sport events",,Expenses,Cash,CASH
2023-03-27,-30.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-03-27,-10.0,Groceries,,Expenses,Cash,CASH
2023-03-27,-30.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-27,-20.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-31,-20.0,Food & Drinks,,Expenses,Cash,CASH
2023-03-31,-53.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-01,-100.0,"Energy, utilities",,Expenses,Cash,CASH
2023-04-01,-111.0,Fuel,,Expenses,Cash,CASH
2023-04-01,-550.0,Rent,,Expenses,Cash,CASH
2023-04-01,-37.0,Groceries,,Expenses,Cash,CASH
2023-04-01,-66.0,Fuel,,Expenses,Cash,CASH
2023-04-01,-10.0,"Software, apps, games",,Expenses,Cash,CASH
2023-04-02,-28.0,Groceries,,Expenses,Cash,CASH
2023-04-03,-11.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-03,-34.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-03,-27.0,"Alcohol, tobacco",,Expenses,Cash,CASH
2023-04-03,-11.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-04,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-04,-35.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-05,-47.0,Groceries,,Expenses,Cash,CASH
2023-04-06,-33.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-07,-20.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-07,-30.0,"Culture, sport events",,Expenses,Cash,CASH
2023-04-08,-2.0,Transportation,,Expenses,Cash,CASH
2023-04-08,-6.0,"Bar, cafe",,Expenses,Cash,CASH
2023-04-09,-9.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-09,-30.0,"Bar, cafe",,Expenses,Cash,CASH
2023-04-10,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-10,-70.0,Fuel,,Expenses,Cash,CASH
2023-04-13,-79.0,Fuel,,Expenses,Cash,CASH
2023-04-13,-10.0,"Culture, sport events",,Expenses,Cash,CASH
2023-04-13,-40.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-13,-8.0,"Bar, cafe",,Expenses,Cash,CASH
2023-04-13,-10.0,"Pets, animals",,Expenses,Cash,CASH
2023-04-14,-50.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-04-14,-95.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-04-16,-140.0,"Charity, gifts",,Expenses,Cash,CASH
2023-04-17,-85.0,Groceries,,Expenses,Cash,CASH
2023-04-18,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-18,-21.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-04-19,-40.0,"Charity, gifts",,Expenses,Cash,CASH
2023-04-19,-27.0,Groceries,,Expenses,Cash,CASH
2023-04-20,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-21,-30.0,"Pets, animals",,Expenses,Cash,CASH
2023-04-22,-56.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-04-22,-90.0,Fuel,,Expenses,Cash,CASH
2023-04-22,-35.0,"Phone, cell phone",,Expenses,Cash,CASH
2023-04-23,-50.0,Food & Drinks,,Expenses,Cash,CASH
2023-04-23,-28.0,"Bar, cafe",,Expenses,Cash,CASH
2023-04-23,,"Health care, doctor",,Expenses,Cash,CASH
2023-04-23,-5.0,Transportation,,Expenses,Cash,CASH
2023-04-23,-25.0,Groceries,,Expenses,Cash,CASH
2023-04-30,-70.0,Child Support,,Expenses,Cash,CASH
2023-04-30,-98.0,Fuel,,Expenses,Cash,CASH
2023-04-30,-60.0,"Home, garden",,Expenses,Cash,CASH
2023-05-01,-60.0,"Energy, utilities",,Expenses,Cash,CASH
2023-05-01,-550.0,Rent,,Expenses,Cash,CASH
2023-05-01,-4.0,Parking,,Expenses,Cash,CASH
2023-05-01,-60.0,"Home, garden",,Expenses,Cash,CASH
2023-05-01,-40.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-02,-9.0,"Software, apps, games",,Expenses,Cash,CASH
2023-05-03,-82.0,Groceries,,Expenses,Cash,CASH
2023-05-05,-59.0,Fuel,,Expenses,Cash,CASH
2023-05-07,-100.0,"Alcohol, tobacco",,Expenses,Cash,CASH
2023-05-10,-37.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-10,-12.0,"Pets, animals",,Expenses,Cash,CASH
2023-05-10,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-10,-7.0,Taxi,,Expenses,Cash,CASH
2023-05-11,-5.0,Groceries,,Expenses,Cash,CASH
2023-05-11,-11.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-13,-35.0,Health and beauty,,Expenses,Cash,CASH
2023-05-13,-8.0,Groceries,,Expenses,Cash,CASH
2023-05-13,-20.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-13,-350.0,Clothes & shoes,,Expenses,Cash,CASH
2023-05-13,-165.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-13,-20.0,"Books, audio, subscription",,Expenses,Cash,CASH
2023-05-13,-7.0,"Bar, cafe",,Expenses,Cash,CASH
2023-05-13,-16.0,"Bar, cafe",,Expenses,Cash,CASH
2023-05-13,-50.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-13,-12.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-14,-8.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-14,-23.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-15,-12.0,"Stationary, Tools",,Expenses,Cash,CASH
2023-05-15,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-15,-45.0,Groceries,,Expenses,Cash,CASH
2023-05-15,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-15,-14.0,"Bar, cafe",,Expenses,Cash,CASH
2023-05-15,-2.0,Transportation,,Expenses,Cash,CASH
2023-05-15,-35.0,Health and beauty,,Expenses,Cash,CASH
2023-05-15,-13.0,"Bar, cafe",,Expenses,Cash,CASH
2023-05-15,-31.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-16,-22.0,Fines,,Expenses,Cash,CASH
2023-05-16,-65.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-05-16,-30.0,"Alcohol, tobacco",,Expenses,Cash,CASH
2023-05-17,-112.0,"Pets, animals",,Expenses,Cash,CASH
2023-05-17,-69.0,Fuel,,Expenses,Cash,CASH
2023-05-17,-60.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-18,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-18,-10.0,"Stationary, Tools",,Expenses,Cash,CASH
2023-05-20,-42.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-20,-97.0,Fuel,,Expenses,Cash,CASH
2023-05-21,-36.0,"Phone, cell phone",,Expenses,Cash,CASH
2023-05-21,-15.0,Groceries,,Expenses,Cash,CASH
2023-05-23,-46.0,Groceries,,Expenses,Cash,CASH
2023-05-24,-63.0,"Holiday, trips, hotels",,Expenses,Cash,CASH
2023-05-26,-2.0,Transportation,,Expenses,Cash,CASH
2023-05-27,-29.0,"Culture, sport events",,Expenses,Cash,CASH
2023-05-27,-13.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-27,-27.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-28,-53.0,Fuel,,Expenses,Cash,CASH
2023-05-28,-194.0,Child Support,,Expenses,Cash,CASH
2023-05-29,-8.0,Groceries,,Expenses,Cash,CASH
2023-05-29,-64.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-29,-18.0,Food & Drinks,,Expenses,Cash,CASH
2023-05-29,-15.0,Groceries,,Expenses,Cash,CASH
2023-05-29,-31.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-01,-550.0,Rent,,Expenses,Cash,CASH
2023-06-01,-80.0,"Active sport, fitness",Pepa,Expenses,Cash,CASH
2023-06-01,-30.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-06-01,-60.0,"Energy, utilities",,Expenses,Cash,CASH
2023-06-01,-60.0,"Software, apps, games",,Expenses,Cash,CASH
2023-06-01,-58.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-02,-9.0,"Software, apps, games",,Expenses,Cash,CASH
2023-06-03,-30.0,"Gifts, joy",,Expenses,Cash,CASH
2023-06-06,-14.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-06,-98.0,Fuel,,Expenses,Cash,CASH
2023-06-07,-11.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-11,-50.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-11,-7.0,Groceries,,Expenses,Cash,CASH
2023-06-12,-15.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-13,-22.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-13,-6.0,"Pets, animals",,Expenses,Cash,CASH
2023-06-14,-37.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-15,-18.0,Food & Drinks,,Expenses,Cash,CASH
2023-06-15,-35.0,"Wellness, beauty",,Expenses,Cash,CASH
2023-06-16,-17.0,"Drug-store, chemist",,Expenses,Cash,CASH
2023-06-16,-20.0,Groceries,,Expenses,Cash,CASH
2023-06-19,-77.0,"Books, audio, subscription",,Expenses,Cash,CASH
2023-07-01,-65.0,"Energy, utilities",,Expenses,Cash,CASH
2023-07-01,-20.0,Public Transport,,Expenses,Cash,CASH
2023-07-01,-550.0,Rent,,Expenses,Cash,CASH
2023-07-01,-60.0,"Software, apps, games",,Expenses,Cash,CASH
2023-07-01,-30.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-07-01,-80.0,"Active sport, fitness",Pepa,Expenses,Cash,CASH
2023-07-06,-100.0,"Books, audio, subscription",,Expenses,Cash,CASH
2023-07-06,-5.0,Public Transport,,Expenses,Cash,CASH
2023-07-31,-1100.0,Realty,,Expenses,Cash,CASH
2023-08-01,-90.0,"Energy, utilities",,Expenses,Cash,CASH
2023-08-01,-550.0,Rent,,Expenses,Cash,CASH
2023-08-01,-30.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-08-01,-130.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-08-01,-10.0,"Software, apps, games",,Expenses,Cash,CASH
2023-08-05,-25.0,Food & Drinks,,Expenses,Cash,CASH
2023-08-25,-50.0,"Wellness, beauty",,Expenses,Cash,CASH
2023-09-01,-550.0,Rent,,Expenses,Cash,CASH
2023-09-01,-60.0,"Software, apps, games",,Expenses,Cash,CASH
2023-09-01,-65.0,"Energy, utilities",,Expenses,Cash,CASH
2023-09-01,-30.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-09-14,-100.0,Furniture,,Expenses,Cash,CASH
2023-10-01,-550.0,Rent,,Expenses,Cash,CASH
2023-10-01,-65.0,"Energy, utilities",,Expenses,Cash,CASH
2023-10-01,-30.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-10-01,-60.0,"Software, apps, games",,Expenses,Cash,CASH
2023-10-19,-92.0,"Pets, animals",,Expenses,Cash,CASH
2023-11-01,-65.0,"Energy, utilities",,Expenses,Cash,CASH
2023-11-01,-30.0,"Active sport, fitness",,Expenses,Cash,CASH
2023-11-01,-10.0,"Software, apps, games",,Expenses,Cash,CASH
2023-11-01,-550.0,Rent,,Expenses,Cash,CASH
2023-11-25,-110.0,"Books, audio, subscription",,Expenses,Cash,CASH
2023-12-01,-10.0,"Software, apps, games",,Expenses,Cash,CASH
2023-12-01,-550.0,Rent,,Expenses,Cash,CASH
2023-12-01,-65.0,"Energy, utilities",,Expenses,Cash,CASH
2023-12-03,-85.0,"Books, audio, subscription",,Expenses,Cash,CASH
2023-12-10,-55.0,"Books, audio, subscription",,Expenses,Cash,CASH
2024-01-01,0.0,"Energy, utilities",,Expenses,Cash,CASH
2024-01-01,-10.0,"Software, apps, games",,Expenses,Cash,CASH
2024-11-26,-200.0,Unknown Expense,"281BATM24332002M AC1 АТМ 200.00 BGN авт.код:406356-FIB_ATM_AFIB0417/SOFIA/PAN:5169****1763/CT:08,Операция с карта",Expenses,UniCredit Bulbank - 1522449108BGN,TRANSFER
